"CodComune";"Comune";"Provincia";"TipoIstituto";"CodiceScuola";"Denominazione";"CodiceIstituto";"DenominazioneIstituto";"Alunni";"Hand";"Classi";"Ciclo";"annoScolastico";"ComuneIstituto";"CodComuneIstituto"
"082006";"BAGHERIA";"PALERMO";;"PAEE055048";"PLESSO C. BRUNO";"PAEE055004";"D.D. BAGHERIA II- G. CIRINCIONE";"30";"2";"2";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE10201D";"PLESSO GUTTUSO";"PAEE10200C";"D.D. BAGHERIA III-L. PIRANDELLO";"129";"10";"6";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE10206P";"D.D. BAGHERIA III - PIRANDELLO";"PAEE10200C";"D.D. BAGHERIA III-L. PIRANDELLO";"346";"21";"19";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE83601P";"I.C. BAGHERIA- T.AIELLO-PUGLISI";"PAIC83600L";"I.C. BAGHERIA - T. AIELLO";"415";"25";"23";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE84901R";"I.C. BAGHERIA IV ASPRA-SCORDATO";"PAIC84900P";"I.C. BAGHERIA IV - ASPRA";"123";"8";"7";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE84902T";"COTOGNI";"PAIC84900P";"I.C. BAGHERIA IV - ASPRA";"75";"5";"4";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE84903V";"GIRGENTI G.-";"PAIC84900P";"I.C. BAGHERIA IV - ASPRA";"218";"20";"13";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE86501P";"I.C. BAGHERIA/BUTT.- K. WOJTYLA";"PAIC86500L";"I.C. BAGHERIA- IGNAZIO BUTTITTA";"121";"5";"9";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE8BA011";"D.D. BAGHERIA V - A. GRAMSCI";"PAIC8BA00V";"CARDUCCI GRAMSCI";"85";"9";"5";"Primario";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAEE8BA022";"E.LOI - BAGHERIA V";"PAIC8BA00V";"CARDUCCI GRAMSCI";"243";"23";"13";"Primario";"2021-2022";"BAGHERIA";"082006"
"082007";"BALESTRATE";"PALERMO";;"PAEE83702G";"ALDO MORO - BALESTRATE";"PAIC83700C";"I.C. RETTORE F.EVOLA";"131";"8";"8";"Primario";"2021-2022";"BALESTRATE";"082007"
"082007";"BALESTRATE";"PALERMO";;"PAEE83703L";"PRESIDE PROF. DOMENICO TUZZO";"PAIC83700C";"I.C. RETTORE F.EVOLA";"121";"3";"7";"Primario";"2021-2022";"BALESTRATE";"082007"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE82402Q";"FRAZ. CALDERA'";"MEIC82400L";"I.C. D'ALCONTRES";"78";"6";"5";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE82503L";"FRAZ S. ANTONINO";"MEIC82500C";"I.C. FOSCOLO";"86";"4";"7";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE82504N";"S. ANTONIO GIOVANNI XXIII";"MEIC82500C";"I.C. FOSCOLO";"54";"2";"5";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE82505P";"FONDACONUOVO DON MILANI";"MEIC82500C";"I.C. FOSCOLO";"130";"7";"7";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE827016";"DESTRA LONGANO";"MEIC827004";"I.C. B.GENOVESE";"131";"6";"9";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE82706B";"CAIROLI";"MEIC827004";"I.C. B.GENOVESE";"178";"12";"12";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE88102X";"L. CAPUANA";"MEIC88100R";"I.C. CAPUANA";"271";"20";"17";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE881042";"ACQUACALDA";"MEIC88100R";"I.C. CAPUANA";"29";"1";"2";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE898018";"MILITI";"MEIC898006";"I.C. MILITI";"205";"8";"11";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE898029";"NASARI";"MEIC898006";"I.C. MILITI";"37";"1";"3";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE89803A";"S. VENERA";"MEIC898006";"I.C. MILITI";"135";"5";"7";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE89804B";"S.VENERA";"MEIC898006";"I.C. MILITI";"36";"0";"2";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE89805C";"PORTOSALVO";"MEIC898006";"I.C. MILITI";"29";"4";"2";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE89806D";"VIA ETTORE MAIORANA";"MEIC898006";"I.C. MILITI";"73";"2";"5";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE899014";"VIA II SALITA DEL CARMINE";"MEIC899002";"I.C. BALOTTA";"79";"5";"5";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE899025";"FRAZ POZZO PERLE";"MEIC899002";"I.C. BALOTTA";"105";"4";"7";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEEE899036";"PIAZZA G. VERGA";"MEIC899002";"I.C. BALOTTA";"300";"6";"15";"Primario";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"086004";"BARRAFRANCA";"ENNA";;"ENEE82301B";"EUROPA";"ENIC823009";"EUROPA (BARRAFRANCA)";"197";"12";"11";"Primario";"2021-2022";"BARRAFRANCA";"086004"
"086004";"BARRAFRANCA";"ENNA";;"ENEE82302C";"L. SCIASCIA";"ENIC823009";"EUROPA (BARRAFRANCA)";"72";"3";"5";"Primario";"2021-2022";"BARRAFRANCA";"086004"
"086004";"BARRAFRANCA";"ENNA";;"ENEE824017";"S. GIOVANNI BOSCO";"ENIC824005";"S.G.BOSCO (BARRAFRANCA)";"119";"5";"8";"Primario";"2021-2022";"BARRAFRANCA";"086004"
"086004";"BARRAFRANCA";"ENNA";;"ENEE824028";"GINO NOVELLI";"ENIC824005";"S.G.BOSCO (BARRAFRANCA)";"120";"4";"8";"Primario";"2021-2022";"BARRAFRANCA";"086004"
"083006";"BASICO'";"MESSINA";;"MEEE87810D";"BASICO' CENTRO";"MEIC878001";"RITA LEVI-MONTALCINI";"7";"0";"1";"Primario";"2021-2022";"SAN PIERO PATTI";"083081"
"082008";"BAUCINA";"PALERMO";;"PAEE812016";"BAUCINA";"PAIC812004";"I.C. CIMINNA -DON RIZZO";"89";"5";"6";"Primario";"2021-2022";"CIMINNA";"082030"
"082009";"BELMONTE MEZZAGNO";"PALERMO";;"PAEE05701R";"D.D.BELMONTE MEZZAGNO-P.LIBERTA";"PAEE05700Q";"D.D. KAROL WOJTYLA";"194";"17";"10";"Primario";"2021-2022";"BELMONTE MEZZAGNO";"082009"
"082009";"BELMONTE MEZZAGNO";"PALERMO";;"PAEE057051";"PAPA GIOVANNI";"PAEE05700Q";"D.D. KAROL WOJTYLA";"260";"7";"14";"Primario";"2021-2022";"BELMONTE MEZZAGNO";"082009"
"082009";"BELMONTE MEZZAGNO";"PALERMO";;"PAEE83801A";"I.C. BELMONTE M.-NUOVO EDIFICIO";"PAIC838008";"I.C.S. EMANUELE VENTIMIGLIA";"146";"9";"8";"Primario";"2021-2022";"BELMONTE MEZZAGNO";"082009"
"087007";"BELPASSO";"CATANIA";;"CTEE044016";"C.D M.T. DI CALCUTTA BELPASSO";"CTEE044005";"CD TERESA DI CALCUTTA BELPASSO";"458";"39";"22";"Primario";"2021-2022";"BELPASSO";"087007"
"087007";"BELPASSO";"CATANIA";;"CTEE044027";"BORRELLO - VIA CAPUANA";"CTEE044005";"CD TERESA DI CALCUTTA BELPASSO";"377";"32";"19";"Primario";"2021-2022";"BELPASSO";"087007"
"087007";"BELPASSO";"CATANIA";;"CTEE04406B";"EX I.T.I.S.";"CTEE044005";"CD TERESA DI CALCUTTA BELPASSO";"117";"7";"5";"Primario";"2021-2022";"BELPASSO";"087007"
"087007";"BELPASSO";"CATANIA";;"CTEE81301D";"I.C.S. GIOVANNI PAOLO II";"CTIC81300B";"I.C.S. GIOVANNI PAOLO II";"332";"27";"15";"Primario";"2021-2022";"BELPASSO";"087007"
"087008";"BIANCAVILLA";"CATANIA";;"CTEE045012";"S.G.BOSCO";"CTEE045001";"CD S.G. BOSCO BIANCAVILLA";"209";"5";"11";"Primario";"2021-2022";"BIANCAVILLA";"087008"
"087008";"BIANCAVILLA";"CATANIA";;"CTEE045023";"MARCONI";"CTEE045001";"CD S.G. BOSCO BIANCAVILLA";"342";"15";"16";"Primario";"2021-2022";"BIANCAVILLA";"087008"
"087008";"BIANCAVILLA";"CATANIA";;"CTEE04601T";"2 CD - G.VERGA";"CTEE04600R";"CD BIANCAVILLA II";"368";"9";"16";"Primario";"2021-2022";"BIANCAVILLA";"087008"
"087008";"BIANCAVILLA";"CATANIA";;"CTEE04603X";"2 CIRCOLO- VIA DEI MANDORLI";"CTEE04600R";"CD BIANCAVILLA II";"133";"5";"8";"Primario";"2021-2022";"BIANCAVILLA";"087008"
"087008";"BIANCAVILLA";"CATANIA";;"CTEE82001L";"I.C. A. BRUNO";"CTIC82000E";"IC A. BRUNO - BIANCAVILLA";"212";"18";"12";"Primario";"2021-2022";"BIANCAVILLA";"087008"
"082010";"BISACQUINO";"PALERMO";;"PAEE850022";"I.C. BISACQUINO-MONS. G. BACILE";"PAIC85000V";"I.C. BISACQUINO MONS. G.BACILE";"148";"7";"10";"Primario";"2021-2022";"BISACQUINO";"082010"
"084004";"BIVONA";"AGRIGENTO";;"AGEE81203A";"CARLO COLLODI";"AGIC812006";"IC - A. MANZONI";"98";"5";"6";"Primario";"2021-2022";"ALESSANDRIA DELLA ROCCA";"084002"
"082082";"BLUFI";"PALERMO";;"PAEE830083";"BLUFI";"PAIC83000N";"I.C. PETRALIA SOPRANA";"21";"2";"2";"Primario";"2021-2022";"PETRALIA SOPRANA";"082055"
"082011";"BOLOGNETTA";"PALERMO";;"PAEE839016";"DE AMICIS";"PAIC839004";"I.C. MARINEO - BOLOGNETTA";"183";"5";"10";"Primario";"2021-2022";"MARINEO";"082046"
"082012";"BOMPIETRO";"PALERMO";;"PAEE830072";"BOMPIETRO";"PAIC83000N";"I.C. PETRALIA SOPRANA";"24";"0";"2";"Primario";"2021-2022";"PETRALIA SOPRANA";"082055"
"082013";"BORGETTO";"PALERMO";;"PAEE81401T";"I.C. BORGETTO-G.VERGA";"PAIC81400Q";"I.C. BORGETTO/ PARTINICO";"227";"7";"12";"Primario";"2021-2022";"BORGETTO";"082013"
"083007";"BROLO";"MESSINA";;"MEEE83901C";"BROLO";"MEIC83900A";"BROLO";"137";"3";"9";"Primario";"2021-2022";"BROLO";"083007"
"083007";"BROLO";"MESSINA";;"MEEE83902D";"VIA TRENTO";"MEIC83900A";"BROLO";"155";"4";"11";"Primario";"2021-2022";"BROLO";"083007"
"087009";"BRONTE";"CATANIA";;"CTEE04701N";"CD I BRONTE";"CTEE04700L";"CD NICOLA SPEDALIERI BRONTE";"238";"20";"14";"Primario";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";;"CTEE04801D";"MAZZINI";"CTEE04800C";"CD BRONTE II";"170";"3";"10";"Primario";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";;"CTEE04802E";"G.MARCONI";"CTEE04800C";"CD BRONTE II";"108";"4";"7";"Primario";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";;"CTEE04807Q";"SCIAROTTA";"CTEE04800C";"CD BRONTE II";"295";"12";"16";"Primario";"2021-2022";"BRONTE";"087009"
"089003";"BUCCHERI";"SIRACUSA";;"SREE86402G";"PRIMARIA BUCCHERI";"SRIC86400C";"I.C. VALLE DELL'ANAPO";"51";"1";"4";"Primario";"2021-2022";"FERLA";"089008"
"084005";"BURGIO";"AGRIGENTO";;"AGEE826016";"VIA NAZIONALE";"AGIC826004";"IC - A.G. RONCALLI";"76";"1";"5";"Primario";"2021-2022";"BURGIO";"084005"
"089004";"BUSCEMI";"SIRACUSA";;"SREE86403L";"PRIMARIA BUSCEMI";"SRIC86400C";"I.C. VALLE DELL'ANAPO";"19";"0";"2";"Primario";"2021-2022";"FERLA";"089008"
"081002";"BUSETO PALIZZOLO";"TRAPANI";;"TPEE81404C";"PLESSO BATTAGLIA";"TPIC814007";"I.C. G. PITRE - A. MANZONI";"125";"8";"8";"Primario";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"085003";"BUTERA";"CALTANISSETTA";;"CLEE82401V";"DON BOSCO";"CLIC82400R";"GELA E BUTERA";"67";"1";"5";"Primario";"2021-2022";"GELA";"085007"
"085003";"BUTERA";"CALTANISSETTA";;"CLEE82402X";"SANTA CATERINA";"CLIC82400R";"GELA E BUTERA";"89";"4";"5";"Primario";"2021-2022";"GELA";"085007"
"082014";"CACCAMO";"PALERMO";;"PAEE8AF01D";"I.C. CACCAMO- G. BARBERA";"PAIC8AF00B";"I.C. CACCAMO - G. BARBERA";"317";"5";"18";"Primario";"2021-2022";"CACCAMO";"082014"
"082014";"CACCAMO";"PALERMO";;"PAEE8AF02E";"ROSARIO LIVATINO";"PAIC8AF00B";"I.C. CACCAMO - G. BARBERA";"16";"1";"2";"Primario";"2021-2022";"CACCAMO";"082014"
"084006";"CALAMONACI";"AGRIGENTO";;"AGEE85703X";"DE AMICIS";"AGIC85700Q";"IC - F. CRISPI";"31";"2";"2";"Primario";"2021-2022";"RIBERA";"084033"
"086005";"CALASCIBETTA";"ENNA";;"ENEE81503E";"UMBERTO I";"ENIC81500A";"SANTA CHIARA";"134";"10";"10";"Primario";"2021-2022";"ENNA";"086009"
"087010";"CALATABIANO";"CATANIA";;"CTEE82101C";"CALATABIANO - PASTERIA";"CTIC82100A";"IC G.MACHERIONE -CALATABIANO";"39";"2";"3";"Primario";"2021-2022";"CALATABIANO";"087010"
"087010";"CALATABIANO";"CATANIA";;"CTEE82103E";"I.C. MACHERIONE";"CTIC82100A";"IC G.MACHERIONE -CALATABIANO";"142";"10";"8";"Primario";"2021-2022";"CALATABIANO";"087010"
"081003";"CALATAFIMI-SEGESTA";"TRAPANI";;"TPEE81301D";"PLESSO DE AMICIS";"TPIC81300B";"I.C. F.VIVONA CALATAFIMI";"178";"4";"10";"Primario";"2021-2022";"CALATAFIMI-SEGESTA";"081003"
"081003";"CALATAFIMI-SEGESTA";"TRAPANI";;"TPEE81302E";"PLESSO SASI";"TPIC81300B";"I.C. F.VIVONA CALATAFIMI";"53";"3";"5";"Primario";"2021-2022";"CALATAFIMI-SEGESTA";"081003"
"084007";"CALTABELLOTTA";"AGRIGENTO";;"AGEE82605A";"S.AGOSTINO";"AGIC826004";"IC - A.G. RONCALLI";"78";"1";"5";"Primario";"2021-2022";"BURGIO";"084005"
"084007";"CALTABELLOTTA";"AGRIGENTO";;"AGEE82606B";"FRAZ. S.ANNA";"AGIC826004";"IC - A.G. RONCALLI";"9";"1";"1";"Primario";"2021-2022";"BURGIO";"084005"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE822018";"SCUOLA PRIMARIA FISICARA";"CTIC822006";"I.C. G. ARCOLEO - V. DA FELTRE";"208";"17";"11";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE822029";"PRIMARIA ARCOLEO";"CTIC822006";"I.C. G. ARCOLEO - V. DA FELTRE";"44";"3";"2";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE82203A";"SCUOLA PRIMARIA FELTRE";"CTIC822006";"I.C. G. ARCOLEO - V. DA FELTRE";"59";"4";"3";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE82204B";"SCUOLA PRIMARIA GRANIERI";"CTIC822006";"I.C. G. ARCOLEO - V. DA FELTRE";"19";"2";"2";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE823025";"ROMANA EX FISICARA 1";"CTIC823002";"IC P. GOBETTI - CALTAGIRONE";"161";"9";"10";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE823036";"OSPEDALE GRAVINA";"CTIC823002";"IC P. GOBETTI - CALTAGIRONE";"30";"0";"1";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE823047";"PLESSO EX OMNI";"CTIC823002";"IC P. GOBETTI - CALTAGIRONE";"86";"1";"5";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE82502R";"PLESSO ACQUANUOVA";"CTIC82500N";"IC A. NARBONE - CALTAGIRONE";"38";"4";"2";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE82503T";"PLESSO SEMINI";"CTIC82500N";"IC A. NARBONE - CALTAGIRONE";"148";"17";"8";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE82505X";"SCUOLA PRIMARIA NARBONE";"CTIC82500N";"IC A. NARBONE - CALTAGIRONE";"96";"13";"5";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE825061";"PLESSO CARMINE";"CTIC82500N";"IC A. NARBONE - CALTAGIRONE";"79";"8";"5";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE825072";"S. ORSOLA";"CTIC82500N";"IC A. NARBONE - CALTAGIRONE";"51";"4";"4";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE825083";"VIA GELA";"CTIC82500N";"IC A. NARBONE - CALTAGIRONE";"88";"3";"5";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE8AX01R";"PLESSO S, DOMENICO SAVIO";"CTIC8AX00P";"I.C. MARIA MONTESSORI";"131";"7";"8";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";;"CTEE8AX03V";"VIALE AUTONOMIA";"CTIC8AX00P";"I.C. MARIA MONTESSORI";"229";"20";"12";"Primario";"2021-2022";"CALTAGIRONE";"087011"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE00106C";"LEONARDO SCIASCIA";"CLEE001006";"LEONARDO SCIASCIA";"463";"20";"23";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE82101B";"ANTONINO CAPONNETTO";"CLIC821009";"CAPONNETTO CALTANISSETTA";"245";"22";"14";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE822017";"VITTORIO VENETO";"CLIC822005";"V. VENETO CALTANISSETTA";"82";"10";"5";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE822028";"TERRAPELATA";"CLIC822005";"V. VENETO CALTANISSETTA";"48";"3";"5";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE822039";"SAN GIUSTO";"CLIC822005";"V. VENETO CALTANISSETTA";"73";"9";"5";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE82204A";"SANTA LUCIA";"CLIC822005";"V. VENETO CALTANISSETTA";"79";"17";"5";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE82501P";"S. FLAVIA";"CLIC82500L";"I.C. MARTIN LUTHER KING";"86";"11";"6";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE82502Q";"MICHELE ABBATE";"CLIC82500L";"I.C. MARTIN LUTHER KING";"243";"14";"15";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE828016";"G. LOMBARDO RADICE";"CLIC828004";"LOMBARDO RADICE CALTANISSETTA";"575";"30";"27";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE830016";"DON LORENZO MILANI";"CLIC830004";"DON L. MILANI CALTANISSETTA";"268";"10";"14";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";;"CLEE830027";"GIANNI RODARI";"CLIC830004";"DON L. MILANI CALTANISSETTA";"278";"8";"15";"Primario";"2021-2022";"CALTANISSETTA";"085004"
"082015";"CALTAVUTURO";"PALERMO";;"PAEE819011";"I.C. CALTAVUTURO-MONS.M.CAMPO";"PAIC81900V";"I.C. CALTAVUTURO -G. ODDO";"123";"5";"10";"Primario";"2021-2022";"CALTAVUTURO";"082015"
"084008";"CAMASTRA";"AGRIGENTO";;"AGEE85302G";"EDIFICIO NUOVO";"AGIC85300C";"IC - S.G. BOSCO";"53";"1";"4";"Primario";"2021-2022";"NARO";"084026"
"084009";"CAMMARATA";"AGRIGENTO";;"AGEE827023";"GIOVANNI XXIII";"AGIC82700X";"IC - GIOVANNI XXIII";"57";"2";"5";"Primario";"2021-2022";"CAMMARATA";"084009"
"084009";"CAMMARATA";"AGRIGENTO";;"AGEE827034";"PANEPINTO";"AGIC82700X";"IC - GIOVANNI XXIII";"87";"5";"5";"Primario";"2021-2022";"CAMMARATA";"084009"
"084009";"CAMMARATA";"AGRIGENTO";;"AGEE827045";"S.MARIA";"AGIC82700X";"IC - GIOVANNI XXIII";"145";"3";"10";"Primario";"2021-2022";"CAMMARATA";"084009"
"084010";"CAMPOBELLO DI LICATA";"AGRIGENTO";;"AGEE82801T";"MARCONI";"AGIC82800Q";"IC - S.G. BOSCO";"79";"4";"5";"Primario";"2021-2022";"CAMPOBELLO DI LICATA";"084010"
"084010";"CAMPOBELLO DI LICATA";"AGRIGENTO";;"AGEE82802V";"S.G.BOSCO";"AGIC82800Q";"IC - S.G. BOSCO";"227";"4";"11";"Primario";"2021-2022";"CAMPOBELLO DI LICATA";"084010"
"084010";"CAMPOBELLO DI LICATA";"AGRIGENTO";;"AGEE82803X";"VIA PASCOLI";"AGIC82800Q";"IC - S.G. BOSCO";"100";"6";"6";"Primario";"2021-2022";"CAMPOBELLO DI LICATA";"084010"
"081004";"CAMPOBELLO DI MAZARA";"TRAPANI";;"TPEE81801L";"PLESSO LIVATINO";"TPIC81800E";"I.C.L. PIRANDELLO - S.G.BOSCO";"39";"3";"3";"Primario";"2021-2022";"CAMPOBELLO DI MAZARA";"081004"
"081004";"CAMPOBELLO DI MAZARA";"TRAPANI";;"TPEE81802N";"PLESSO DE AMICIS";"TPIC81800E";"I.C.L. PIRANDELLO - S.G.BOSCO";"164";"13";"9";"Primario";"2021-2022";"CAMPOBELLO DI MAZARA";"081004"
"081004";"CAMPOBELLO DI MAZARA";"TRAPANI";;"TPEE81803P";"PLESSO SAN GIOVANNI BOSCO";"TPIC81800E";"I.C.L. PIRANDELLO - S.G.BOSCO";"207";"15";"11";"Primario";"2021-2022";"CAMPOBELLO DI MAZARA";"081004"
"082016";"CAMPOFELICE DI FITALIA";"PALERMO";;"PAEE81705D";"PRIMARIA VITTORINO DA FELTRE";"PAIC817007";"I.C. BEATO DON PINO PUGLISI";"16";"2";"2";"Primario";"2021-2022";"VILLAFRATI";"082080"
"082017";"CAMPOFELICE DI ROCCELLA";"PALERMO";;"PAEE81001E";"I.C. CAMPOFELICE -TEN.S.CIPOLLA";"PAIC81000C";"I.C. CAMPOFELICE DI ROCCELLA";"206";"14";"12";"Primario";"2021-2022";"CAMPOFELICE DI ROCCELLA";"082017"
"082017";"CAMPOFELICE DI ROCCELLA";"PALERMO";;"PAEE81003L";"CONTRADA STRETTO";"PAIC81000C";"I.C. CAMPOFELICE DI ROCCELLA";"71";"7";"5";"Primario";"2021-2022";"CAMPOFELICE DI ROCCELLA";"082017"
"082018";"CAMPOFIORITO";"PALERMO";;"PAEE850011";"GIOVANNI XXIII=CAMPOFIORITO";"PAIC85000V";"I.C. BISACQUINO MONS. G.BACILE";"54";"2";"5";"Primario";"2021-2022";"BISACQUINO";"082010"
"085005";"CAMPOFRANCO";"CALTANISSETTA";;"CLEE81803N";"DON BOSCO - CAMPOFRANCO";"CLIC81800D";"1^ L. DA VINCI - MUSSOMELI";"83";"2";"6";"Primario";"2021-2022";"MUSSOMELI";"085012"
"082019";"CAMPOREALE";"PALERMO";;"PAEE84001A";"I.C. CAMPOREALE -F.SCO SCORSONE";"PAIC840008";"I.C. CAMPOREALE";"154";"4";"10";"Primario";"2021-2022";"CAMPOREALE";"082019"
"087012";"CAMPOROTONDO ETNEO";"CATANIA";;"CTEE853032";"PRIMARIA SAN FILIPPO NERI";"CTIC85300T";"I.C. VITTORINI-S.P.CLARENZA";"220";"8";"12";"Primario";"2021-2022";"SAN PIETRO CLARENZA";"087044"
"084011";"CANICATTI'";"AGRIGENTO";;"AGEE01102E";"PADRE GIOACCHINO LA LOMIA";"AGEE01100C";"CD - DON BOSCO";"256";"11";"14";"Primario";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";;"AGEE01104L";"DON BOSCO";"AGEE01100C";"CD - DON BOSCO";"325";"8";"17";"Primario";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";;"AGEE81502R";"CRISPI";"AGIC81500N";"IC - GANGITANO";"94";"10";"5";"Primario";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";;"AGEE82902P";"RAPISARDI";"AGIC82900G";"IC - MARIO RAPISARDI";"350";"12";"18";"Primario";"2021-2022";"CANICATTI'";"084011"
