"CodComune";"Comune";"Provincia";"TipoIstituto";"CodiceScuola";"Denominazione";"CodiceIstituto";"DenominazioneIstituto";"Alunni";"Hand";"Classi";"Ciclo";"annoScolastico";"ComuneIstituto";"CodComuneIstituto"
"086002";"AIDONE";"ENNA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"ENRA00251T";"AIDONE";"ENIS00200C";"GIOVANNI FALCONE - BARRAFRANCA";"0";"0";"0";"Secondario II grado";"2021-2022";"BARRAFRANCA";"086004"
"081001";"ALCAMO";"TRAPANI";"LICEO CLASSICO";"TPPC009017";"LICEO CLASSICO CIELO D'ALCAMO";"TPIS00900X";"I.I.S GIUSEPPE FERRO";"327";"2";"14";"Secondario II grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";"ISTITUTO MAGISTRALE";"TPPM050001";"LICEO STATALE V.F.ALLMAYER ALCAMO";"TPPM050001";"LICEO STATALE V.F.ALLMAYER ALCAMO";"888";"24";"38";"Secondario II grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";"LICEO SCIENTIFICO";"TPPS00901A";"LICEO SCIENTIFICO GIUSEPPE FERRO";"TPIS00900X";"I.I.S GIUSEPPE FERRO";"711";"2";"31";"Secondario II grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";"IST TEC COMMERCIALE E PER GEOMETRI";"TPTD02000X";"I.T.E.T. G. CARUSO ALCAMO";"TPTD02000X";"I.T.E.T. G. CARUSO ALCAMO";"796";"32";"37";"Secondario II grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";"ISTITUTO TECNICO COMMERCIALE";"TPTD020509";"I.T.E.T. G. CARUSO SERALE ALCAMO";"TPTD02000X";"I.T.E.T. G. CARUSO ALCAMO";"45";"0";"2";"Secondario II grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"TPRA008014";"TEC BIOTEC - PROF AGRICOLTURA D. DOLCI";"TPIS008004";"POLO STATALE I.S.S. PIERSANTI MATTARELLA";"270";"12";"13";"Secondario II grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"081001";"ALCAMO";"TRAPANI";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"TPRA00850C";"TECN. BIOTEC.- PROF. AGRICOLTURA - SER.";"TPIS008004";"POLO STATALE I.S.S. PIERSANTI MATTARELLA";"0";"0";"0";"Secondario II grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"082001";"ALIA";"PALERMO";"IST PROF ALBERGHIERO";"PARH01101L";"IPSSAR ALIA";"PAIS01100C";"I.I.S.S. LERCARA FRIDDI";"66";"11";"5";"Secondario II grado";"2021-2022";"LERCARA FRIDDI";"082045"
"082001";"ALIA";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH011501";"IPSSAR SERALE ALIA";"PAIS01100C";"I.I.S.S. LERCARA FRIDDI";"94";"0";"4";"Secondario II grado";"2021-2022";"LERCARA FRIDDI";"082045"
"082002";"ALIMENA";"PALERMO";"ISTITUTO MAGISTRALE";"PAPM01802Q";"LICEO LINGUISTICO";"PAIS018007";"I.I.S. P. DOMINA PETRALIA SOTTANA";"42";"0";"4";"Secondario II grado";"2021-2022";"PETRALIA SOTTANA";"082056"
"084003";"ARAGONA";"AGRIGENTO";"IST PROF INDUSTRIA E ARTIGIANATO";"AGRI024018";"ENRICO FERMI";"AGIS02400L";"IIS - ENRICO FERMI";"380";"9";"15";"Secondario II grado";"2021-2022";"ARAGONA";"084003"
"084003";"ARAGONA";"AGRIGENTO";"ISTITUTO TECNICO INDUSTRIALE";"AGTF024015";"E. FERMI";"AGIS02400L";"IIS - ENRICO FERMI";"434";"9";"16";"Secondario II grado";"2021-2022";"ARAGONA";"084003"
"089001";"AUGUSTA";"SIRACUSA";"LICEO CLASSICO";"SRPC070006";"MEGARA (SEZIONE SCIENTIFICA ANNESSA)";"SRPC070006";"MEGARA (SEZIONE SCIENTIFICA ANNESSA)";"663";"21";"37";"Secondario II grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";"ISTITUTO TECNICO COMMERCIALE";"SRTD00901A";"IST.TEC. SETT. ECONOMICO A. RUIZ";"SRIS009004";"AUGUSTA";"302";"18";"16";"Secondario II grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";"ISTITUTO TECNICO COMMERCIALE";"SRTD00903C";"I.T.C. RUIZ CARCERE AUGUSTA";"SRIS009004";"AUGUSTA";"0";"0";"0";"Secondario II grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";"ISTITUTO TECNICO COMMERCIALE";"SRTD00951Q";"IST. TEC. COMM.RUIZ SERALE";"SRIS009004";"AUGUSTA";"0";"0";"0";"Secondario II grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";"ISTITUTO TECNICO INDUSTRIALE";"SRTF00901L";"IST.TEC. SETT.TECNOLOGICO-LIC.SC.";"SRIS009004";"AUGUSTA";"627";"21";"35";"Secondario II grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";"ISTITUTO TECNICO INDUSTRIALE";"SRTF009512";"IST.TEC. IND.LE AUGUSTA SERALE";"SRIS009004";"AUGUSTA";"64";"0";"4";"Secondario II grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"SRRH040018";"IPSART F. II SVEVIA CARCERE AUGUSTA";"SRRH040007";"FEDERICO II DI SVEVIA";"20";"0";"2";"Secondario II grado";"2021-2022";"SIRACUSA";"089017"
"089001";"AUGUSTA";"SIRACUSA";"IST PROF INDUSTRIA E ARTIGIANATO";"SRRI022027";"CASA CIRCONDARIALE AUGUSTA";"SRIS02200E";"I.I.S.S. LICEO ARTISTICO A GAGINI";"83";"0";"6";"Secondario II grado";"2021-2022";"SIRACUSA";"089017"
"089001";"AUGUSTA";"SIRACUSA";"ISTITUTO TECNICO PER GEOMETRI";"SRTL029023";"IST.TEC.GEOMETRI-CASA CIRCONDARIALE";"SRIS029009";"L. EINAUDI";"9";"0";"1";"Secondario II grado";"2021-2022";"SIRACUSA";"089017"
"089002";"AVOLA";"SIRACUSA";"LICEO SCIENTIFICO";"SRPS02301R";"L. SCIENT.-CLASS-LING-SC.UMANE MAJORANA";"SRIS02300A";"I.I.S.S MAJORANA";"792";"21";"42";"Secondario II grado";"2021-2022";"AVOLA";"089002"
"089002";"AVOLA";"SIRACUSA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"SRRA02301A";"MAJORANA ENO - SASR";"SRIS02300A";"I.I.S.S MAJORANA";"277";"39";"19";"Secondario II grado";"2021-2022";"AVOLA";"089002"
"089002";"AVOLA";"SIRACUSA";"ISTITUTO TECNICO COMMERCIALE";"SRTD02301L";"MAJORANA AFM -TURISTICO";"SRIS02300A";"I.I.S.S MAJORANA";"199";"8";"11";"Secondario II grado";"2021-2022";"AVOLA";"089002"
"089002";"AVOLA";"SIRACUSA";"ISTITUTO TECNICO COMMERCIALE";"SRTD023501";"MAJORANA- SERALE";"SRIS02300A";"I.I.S.S MAJORANA";"37";"0";"1";"Secondario II grado";"2021-2022";"AVOLA";"089002"
"082006";"BAGHERIA";"PALERMO";"LICEO CLASSICO";"PAPC01000V";"LICEO GINNASIO DI STATO (F. SCADUTO)";"PAPC01000V";"LICEO GINNASIO DI STATO (F. SCADUTO)";"1546";"56";"72";"Secondario II grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";"LICEO SCIENTIFICO";"PAPS03901P";"L.S. G.D'ALESSANDROBAGHERIA";"PAIS039008";"I.I.S. G. D'ALESSANDRO";"1231";"21";"54";"Secondario II grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";"IST PROF INDUSTRIA E ARTIGIANATO";"PARI010007";"S.D'ACQUISTO BAGHERIA";"PARI010007";"S.D'ACQUISTO BAGHERIA";"804";"89";"36";"Secondario II grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";"IST PROF INDUSTRIA E ARTIGIANATO";"PARI01050L";"I. PROF.IND. ARTIG. S.D'ACQUISTO SERALE";"PARI010007";"S.D'ACQUISTO BAGHERIA";"148";"0";"6";"Secondario II grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";"ISTITUTO TECNICO COMMERCIALE";"PATD050008";"DON LUIGI STURZO";"PATD050008";"DON LUIGI STURZO";"932";"43";"52";"Secondario II grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";"ISTITUTO TECNICO COMMERCIALE";"PATD05050N";"IST.T.COM. DON LUIGI STURZO SERALE";"PATD050008";"DON LUIGI STURZO";"0";"0";"0";"Secondario II grado";"2021-2022";"BAGHERIA";"082006"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"LICEO CLASSICO";"MEPC03401P";"LUIGI VALLI";"MEIS03400B";"BARCELLONA MEDI";"163";"0";"9";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"LICEO SCIENTIFICO";"MEPS03401T";"BARCELLONA MEDI";"MEIS03400B";"BARCELLONA MEDI";"543";"2";"25";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"MERA01101P";"I.P.S.A.";"MEIS01100P";"I.S.BARCELLONA FERRARI";"116";"16";"7";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"MERA011503";"IST. PROF. AGRICOLT. AMB. (SERALE)";"MEIS01100P";"I.S.BARCELLONA FERRARI";"111";"0";"4";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST PROF INDUSTRIA E ARTIGIANATO";"MERI01101A";"I.P.S.I.A.";"MEIS01100P";"I.S.BARCELLONA FERRARI";"90";"12";"5";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST PROF INDUSTRIA E ARTIGIANATO";"MERI01103C";"SEZIONE CARCERARIA C/O OPG";"MEIS01100P";"I.S.BARCELLONA FERRARI";"80";"0";"5";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST TEC COMMERCIALE E PER GEOMETRI";"METD08000A";"ITET E. FERMI ECONOMICO E TECNOLOGICO";"METD08000A";"ITET E. FERMI ECONOMICO E TECNOLOGICO";"405";"17";"22";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST TEC COMMERCIALE E PER GEOMETRI";"METD08001B";"SEDE CARCERARIA";"METD08000A";"ITET E. FERMI ECONOMICO E TECNOLOGICO";"84";"0";"7";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"IST TEC COMMERCIALE E PER GEOMETRI";"METD08050Q";"ITET E. FERMI ECON. E TECN. (SERALE)";"METD08000A";"ITET E. FERMI ECONOMICO E TECNOLOGICO";"142";"1";"7";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";"ISTITUTO TECNICO INDUSTRIALE";"METF03000G";"ITT-LSSA COPERNICO";"METF03000G";"ITT-LSSA COPERNICO";"782";"15";"36";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"086004";"BARRAFRANCA";"ENNA";"LICEO SCIENTIFICO";"ENPS00201V";"GIOVANNI FALCONE";"ENIS00200C";"GIOVANNI FALCONE - BARRAFRANCA";"366";"8";"19";"Secondario II grado";"2021-2022";"BARRAFRANCA";"086004"
"086004";"BARRAFRANCA";"ENNA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"ENRA00202D";"BARRAFRANCA";"ENIS00200C";"GIOVANNI FALCONE - BARRAFRANCA";"54";"6";"5";"Secondario II grado";"2021-2022";"BARRAFRANCA";"086004"
"086004";"BARRAFRANCA";"ENNA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"ENRA00252V";"ISTITUTO PROFESSIONALE AGRARIO SERALE";"ENIS00200C";"GIOVANNI FALCONE - BARRAFRANCA";"0";"0";"0";"Secondario II grado";"2021-2022";"BARRAFRANCA";"086004"
"087007";"BELPASSO";"CATANIA";"LICEO SCIENTIFICO";"CTPS01601D";"SCIENTIFICO BELPASSO";"CTIS016003";"FRANCESCO REDI";"158";"9";"10";"Secondario II grado";"2021-2022";"PATERNO'";"087033"
"087007";"BELPASSO";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF01601G";"GALILEO FERRARIS";"CTIS016003";"FRANCESCO REDI";"421";"38";"23";"Secondario II grado";"2021-2022";"PATERNO'";"087033"
"087008";"BIANCAVILLA";"CATANIA";"ISTITUTO MAGISTRALE";"CTPM012017";"LICEO DELLE SCIENZE UMANE";"CTIS01200Q";"IS RAPISARDI PATERNO'";"193";"14";"11";"Secondario II grado";"2021-2022";"PATERNO'";"087033"
"087008";"BIANCAVILLA";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI01601P";"EFESTO";"CTIS016003";"FRANCESCO REDI";"114";"13";"6";"Secondario II grado";"2021-2022";"PATERNO'";"087033"
"087008";"BIANCAVILLA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF012018";"ISTITUTO TECNICO INDUSTRIALE - IND. CHIM";"CTIS01200Q";"IS RAPISARDI PATERNO'";"72";"9";"4";"Secondario II grado";"2021-2022";"PATERNO'";"087033"
"082010";"BISACQUINO";"PALERMO";"ISTITUTO MAGISTRALE";"PAPM01401B";"DON CALOGERO DI VINCENTI";"PAIS01400X";"DON CALOGERO DI VINCENTI";"86";"1";"5";"Secondario II grado";"2021-2022";"BISACQUINO";"082010"
"082010";"BISACQUINO";"PALERMO";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"PARA01401X";"G.P. BALLATORE";"PAIS01400X";"DON CALOGERO DI VINCENTI";"129";"5";"7";"Secondario II grado";"2021-2022";"BISACQUINO";"082010"
"082010";"BISACQUINO";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH014014";"IPSSAR BISACQUINO";"PAIS01400X";"DON CALOGERO DI VINCENTI";"108";"12";"6";"Secondario II grado";"2021-2022";"BISACQUINO";"082010"
"082010";"BISACQUINO";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH01450C";"IPSSAR BISACQUINO";"PAIS01400X";"DON CALOGERO DI VINCENTI";"71";"0";"3";"Secondario II grado";"2021-2022";"BISACQUINO";"082010"
"084004";"BIVONA";"AGRIGENTO";"LICEO CLASSICO";"AGPC01701R";"LICEO LUIGI PIRANDELLO";"AGIS01700D";"IIS - LUIGI PIRANDELLO";"388";"0";"18";"Secondario II grado";"2021-2022";"BIVONA";"084004"
"084004";"BIVONA";"AGRIGENTO";"IST PROF INDUSTRIA E ARTIGIANATO";"AGRI017015";"ISTITUTO PROFESSIONALE LUIGI PIRANDELLO";"AGIS01700D";"IIS - LUIGI PIRANDELLO";"171";"5";"8";"Secondario II grado";"2021-2022";"BIVONA";"084004"
"084004";"BIVONA";"AGRIGENTO";"IST PROF INDUSTRIA E ARTIGIANATO";"AGRI01750D";"ARCHIMEDE";"AGIS01700D";"IIS - LUIGI PIRANDELLO";"80";"0";"4";"Secondario II grado";"2021-2022";"BIVONA";"084004"
"084004";"BIVONA";"AGRIGENTO";"IST TEC COMMERCIALE E PER GEOMETRI";"AGTD01701Q";"LORENZO PANEPINTO";"AGIS01700D";"IIS - LUIGI PIRANDELLO";"306";"18";"15";"Secondario II grado";"2021-2022";"BIVONA";"084004"
"083007";"BROLO";"MESSINA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"MERH024011";"IPSAR BROLO";"MEIS02400R";"ITC CAPO D'ORLANDO MERENDINO";"221";"22";"12";"Secondario II grado";"2021-2022";"CAPO D'ORLANDO";"083009"
"087009";"BRONTE";"CATANIA";"LICEO CLASSICO";"CTPC009017";"LICEO CLASSICO E ARTISTICO VEN.I CAPIZZI";"CTIS00900X";"IS VEN. IGNAZIO CAPIZZI";"337";"12";"18";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";"LICEO SCIENTIFICO";"CTPS00901A";"LICEO SCIENTIFICO VEN.I.CAPIZZI";"CTIS00900X";"IS VEN. IGNAZIO CAPIZZI";"412";"2";"18";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"CTRA00901X";"A. M. MAZZEI";"CTIS00900X";"IS VEN. IGNAZIO CAPIZZI";"37";"6";"3";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI00901G";"I.P.S.I.A. VEN.I.CAPIZZI";"CTIS00900X";"IS VEN. IGNAZIO CAPIZZI";"69";"2";"4";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI00950X";"CORSO SERALE PER ADULTI IPSIA CAPIZZI";"CTIS00900X";"IS VEN. IGNAZIO CAPIZZI";"0";"0";"0";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";"ISTITUTO TECNICO COMMERCIALE";"CTTD011016";"BENEDETTO RADICE";"CTIS01100X";"IISS BENEDETTO RADICE";"584";"21";"31";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"087009";"BRONTE";"CATANIA";"ISTITUTO TECNICO COMMERCIALE";"CTTD01151G";"BENEDETTO RADICE - SERALE";"CTIS01100X";"IISS BENEDETTO RADICE";"42";"0";"2";"Secondario II grado";"2021-2022";"BRONTE";"087009"
"082014";"CACCAMO";"PALERMO";"ISTITUTO MAGISTRALE";"PAPM12000E";"ISTITUTO MAGISTRALE DI CACCAMO";"PAPM12000E";"ISTITUTO MAGISTRALE DI CACCAMO";"387";"6";"19";"Secondario II grado";"2021-2022";"CACCAMO";"082014"
"082014";"CACCAMO";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH001012";"G.UGDULENA";"PAIS00100T";"IS G. UGDULENA";"154";"9";"9";"Secondario II grado";"2021-2022";"TERMINI IMERESE";"082070"
"087011";"CALTAGIRONE";"CATANIA";"LICEO CLASSICO";"CTPC047012";"LICEO CLASSICO E LINGUISTICO SECUSIO";"CTIS04700P";"I.S. SECUSIO CALTAGIRONE";"728";"4";"35";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"LICEO SCIENTIFICO";"CTPS04901R";"LICEO SCIENTIFICO STATALE E. MAJORANA";"CTIS04900A";"I.S. MAJORANA-ARCOLEO";"855";"12";"38";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"CTRH004022";"CASA CIRCONDARIALE IPSALB CUCUZZA EUCLID";"CTIS00400R";"IIS CUCUZZA - EUCLIDE";"105";"0";"8";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI02401N";"I.P.S.I.A C. A. DALLA CHIESA";"CTIS024002";"I.I.S. C. A. DALLA CHIESA";"275";"0";"15";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI02402P";"CASA CIRCONDARIALE";"CTIS024002";"I.I.S. C. A. DALLA CHIESA";"78";"0";"7";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI024502";"I.P.S.I.A C. A. DALLA CHIESA";"CTIS024002";"I.I.S. C. A. DALLA CHIESA";"141";"0";"6";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO D'ARTE";"CTSD04701G";"IA ISTITUTO D'ARTE CALTAGIRONE";"CTIS04700P";"I.S. SECUSIO CALTAGIRONE";"116";"16";"7";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO D'ARTE";"CTSD04702L";"CASA CIRCONDARIALE DI CALTAGIRONE";"CTIS04700P";"I.S. SECUSIO CALTAGIRONE";"49";"0";"4";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO TECNICO AGRARIO";"CTTA00401L";"CUCUZZA-EUCLIDE - SEZ. ITA";"CTIS00400R";"IIS CUCUZZA - EUCLIDE";"166";"13";"10";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO TECNICO AGRARIO";"CTTA004501";"CALTAGIRONE";"CTIS00400R";"IIS CUCUZZA - EUCLIDE";"0";"0";"0";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO TECNICO COMMERCIALE";"CTTD04901L";"ITC G. ARCOLEO - CALTAGIRONE";"CTIS04900A";"I.S. MAJORANA-ARCOLEO";"213";"4";"12";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO TECNICO COMMERCIALE";"CTTD049512";"I.T.C. SERALE CALTAGIORNE";"CTIS04900A";"I.S. MAJORANA-ARCOLEO";"56";"0";"3";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"087011";"CALTAGIRONE";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF004019";"CUCUZZA-EUCLIDE - SEZ. ITI";"CTIS00400R";"IIS CUCUZZA - EUCLIDE";"354";"13";"19";"Secondario II grado";"2021-2022";"CALTAGIRONE";"087011"
"085004";"CALTANISSETTA";"CALTANISSETTA";"LICEO CLASSICO";"CLPC01301T";"LINGUISTICO RUSSO";"CLIS01300E";"L. RUSSO";"336";"1";"14";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"LICEO CLASSICO";"CLPC02000X";"LICEO CLASSICO E LINGUIST. R. SETTIMO";"CLPC02000X";"LICEO CLASSICO E LINGUIST. R. SETTIMO";"729";"7";"35";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO MAGISTRALE";"CLPM01401T";"LICEO S. U. E MUSICALE A. MANZONI";"CLIS01400A";"A. MANZONI E F. JUVARA";"431";"18";"22";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"LICEO SCIENTIFICO";"CLPS012015";"OP. SCIENZE APPLICATE";"CLIS01200P";"S. MOTTURA";"150";"10";"8";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"LICEO SCIENTIFICO";"CLPS01901X";"LICEO SCIENTIFICO ALESSANDRO VOLTA";"CLIS01900D";"ALESSANDRO VOLTA";"1043";"6";"44";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"IST PROF ALBERGHIERO";"CLRH009013";"IP SERV.L'ENOGASTRON. L'OSPITALITA ALBER";"CLIS00900V";"ANGELO DI ROCCO";"415";"36";"23";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"CLRH00950B";"CORSO SERALE IPSSEOA";"CLIS00900V";"ANGELO DI ROCCO";"94";"0";"4";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"IST PROF INDUSTRIA E ARTIGIANATO";"CLRI01000N";"IST PROF INDUST SERVIZI GALILEO GALILEI";"CLRI01000N";"IST PROF INDUST SERVIZI GALILEO GALILEI";"613";"36";"30";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"IST PROF INDUSTRIA E ARTIGIANATO";"CLRI010503";"CORSO SERALE";"CLRI01000N";"IST PROF INDUST SERVIZI GALILEO GALILEI";"50";"0";"3";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO AGRARIO";"CLTA00901P";"AGRARIA - AGROALIMENTARE - AGROINDUSTRIA";"CLIS00900V";"ANGELO DI ROCCO";"158";"14";"9";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"IST TEC COMMERCIALE E PER GEOMETRI";"CLTD090005";"ITET RAPISARDI- DA VINCI";"CLTD090005";"ITET RAPISARDI- DA VINCI";"700";"21";"36";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO COMMERCIALE";"CLTD090027";"M. RAPISARDI CARCERARIO";"CLTD090005";"ITET RAPISARDI- DA VINCI";"76";"0";"6";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO COMMERCIALE";"CLTD09050E";"M. RAPISARDI SERALE";"CLTD090005";"ITET RAPISARDI- DA VINCI";"55";"2";"3";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF)";"CLTE013018";"LUIGI RUSSO";"CLIS01300E";"L. RUSSO";"674";"11";"28";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO INDUSTRIALE";"CLTF012017";"SETTORE TECNOLOGICO S. MOTTURA";"CLIS01200P";"S. MOTTURA";"535";"19";"26";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO INDUSTRIALE";"CLTF01251L";"S. MOTTURA SERALE";"CLIS01200P";"S. MOTTURA";"44";"0";"3";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
